# Random GBM
pattern,numerator,denominator,power,time frame,occurred
"(5,)",410.0,3064.0,4.107674546974162e-185,30,3332.0
"(5,)",366.0,2237.0,7.524356802476147e-101,60,3332.0
"(6,)",10.0,3300.0,0.0,1,3300.0
"(6,)",28.0,3300.0,0.0,5,3300.0
"(6,)",29.0,3291.0,0.0,10,3300.0
"(6,)",127.0,3247.0,0.0,15,3300.0
"(6,)",85.0,3181.0,0.0,20,3300.0
"(6,)",100.0,3071.0,0.0,30,3300.0
"(6,)",123.0,2422.0,4.1806789441652773e-302,60,3300.0
"(7,)",42.0,4950.0,0.0,1,4950.0
"(7,)",195.0,4940.0,0.0,5,4950.0
"(7,)",340.0,4905.0,0.0,10,4950.0
"(7,)",420.0,4845.0,0.0,15,4950.0
"(7,)",480.0,4760.0,0.0,20,4950.0
"(7,)",510.0,4515.0,0.0,30,4950.0
"(7,)",480.0,3180.0,2.3304163331013333e-162,60,4950.0
"(1, 1)",26.0,1114.0,2.881854584177464e-176,1,1114.0
"(1, 1)",146.0,1104.0,5.106230590466371e-69,5,1114.0
"(1, 1)",247.0,1092.0,4.931252550545428e-24,10,1114.0
"(1, 1)",210.0,1088.0,2.4457610711458136e-36,15,1114.0
"(1, 1)",299.0,1069.0,6.342571794617647e-10,20,1114.0
"(1, 1)",307.0,959.0,0.0010731698531113447,30,1114.0
"(1, 2)",4.0,423.0,6.224632394199242e-77,1,423.0
"(1, 2)",18.0,423.0,5.346825921426862e-58,5,423.0
"(1, 2)",4.0,417.0,9.196550001426111e-76,10,423.0
"(1, 2)",48.0,407.0,3.6730784112377314e-30,15,423.0
"(1, 2)",14.0,389.0,2.170703434550016e-56,20,423.0
"(1, 2)",30.0,360.0,8.244841627280722e-36,30,423.0
"(1, 2)",42.0,233.0,2.4494220957706473e-10,60,423.0
"(1, 3)",30.0,1537.0,7.74400834265309e-251,1,1537.0
"(1, 3)",164.0,1527.0,1.193099184997309e-118,5,1537.0
"(1, 3)",251.0,1509.0,9.050701465283371e-67,10,1537.0
"(1, 3)",258.0,1495.0,6.418376220493517e-62,15,1537.0
"(1, 3)",313.0,1458.0,9.624538211223564e-37,20,1537.0
"(1, 3)",337.0,1319.0,2.201265361357989e-18,30,1537.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,1,50.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,5,50.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,10,50.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,15,50.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,20,50.0
"(1, 4)",0.0,50.0,7.060470903334354e-11,30,50.0
"(1, 4)",0.0,33.0,1.708267089671249e-07,60,50.0
"(1, 5)",26.0,1164.0,1.0185369253442452e-185,1,1164.0
"(1, 5)",146.0,1154.0,5.647666157666249e-76,5,1164.0
"(1, 5)",247.0,1142.0,1.3715019599085695e-28,10,1164.0
"(1, 5)",210.0,1138.0,9.01720462195145e-42,15,1164.0
"(1, 5)",299.0,1119.0,5.316794424422565e-13,20,1164.0
"(1, 5)",307.0,1009.0,1.2215372372135867e-05,30,1164.0
"(1, 6)",4.0,473.0,1.0852593770712053e-86,1,473.0
"(1, 6)",18.0,473.0,4.576310990763314e-67,5,473.0
"(1, 6)",4.0,467.0,1.6131317489959697e-85,10,473.0
"(1, 6)",48.0,457.0,1.4099276294699856e-37,15,473.0
"(1, 6)",14.0,439.0,1.337398538502634e-65,20,473.0
"(1, 6)",30.0,410.0,5.140806755740605e-44,30,473.0
"(1, 6)",42.0,266.0,2.5996211480641874e-14,60,473.0
"(1, 7)",30.0,1587.0,2.2779803568640567e-260,1,1587.0
"(1, 7)",164.0,1577.0,3.498583060725734e-126,5,1587.0
"(1, 7)",251.0,1559.0,7.454914798686424e-73,10,1587.0
"(1, 7)",258.0,1545.0,7.611996061363542e-68,15,1587.0
"(1, 7)",313.0,1508.0,1.4396356688194225e-41,20,1587.0
"(1, 7)",337.0,1369.0,4.2028150946873273e-22,30,1587.0
"(2, 1)",5.0,428.0,3.2730318469090774e-76,1,428.0
"(2, 1)",21.0,428.0,1.153309425858459e-55,5,428.0
"(2, 1)",64.0,414.0,5.133508446117209e-22,10,428.0
"(2, 1)",76.0,407.0,9.977942530770324e-16,15,428.0
"(2, 1)",79.0,407.0,1.54636620278365e-14,20,428.0
"(2, 1)",87.0,382.0,2.430423522205123e-09,30,428.0
"(2, 1)",60.0,196.0,0.03767243333238784,60,428.0
"(2, 2)",5.0,746.0,2.657322593583608e-138,1,746.0
"(2, 2)",10.0,746.0,1.3108527612016958e-129,5,746.0
"(2, 2)",13.0,743.0,2.2621980122752486e-124,10,746.0
"(2, 2)",57.0,729.0,9.308932986862494e-74,15,746.0
"(2, 2)",71.0,712.0,3.3515039397738795e-60,20,746.0
"(2, 2)",41.0,690.0,1.672164731176624e-81,30,746.0
"(2, 2)",19.0,418.0,5.248811379850456e-56,60,746.0
"(2, 3)",10.0,1174.0,7.991282413526271e-213,1,1174.0
"(2, 3)",31.0,1174.0,8.495739999201113e-181,5,1174.0
"(2, 3)",77.0,1157.0,1.1279699594432507e-127,10,1174.0
"(2, 3)",133.0,1136.0,1.6930906933458705e-81,15,1174.0
"(2, 3)",150.0,1119.0,9.194908781270093e-69,20,1174.0
"(2, 3)",128.0,1072.0,1.9837323645026648e-75,30,1174.0
"(2, 3)",79.0,614.0,1.5972162193097093e-40,60,1174.0
"(2, 4)",0.0,415.0,1.5788103737494406e-83,1,415.0
"(2, 4)",0.0,415.0,1.5788103737494406e-83,5,415.0
"(2, 4)",0.0,415.0,1.5788103737494406e-83,10,415.0
"(2, 4)",0.0,402.0,6.107760858140513e-81,15,415.0
"(2, 4)",0.0,386.0,9.344617630716037e-78,20,415.0
"(2, 4)",0.0,359.0,2.2116087899140892e-72,30,415.0
"(2, 4)",9.0,311.0,4.351643599892928e-48,60,415.0
"(2, 5)",5.0,843.0,2.4140487564852353e-157,1,843.0
"(2, 5)",21.0,843.0,5.220927372952931e-132,5,843.0
"(2, 5)",64.0,829.0,2.6493931667210112e-84,10,843.0
"(2, 5)",76.0,809.0,1.4196217165740198e-71,15,843.0
"(2, 5)",79.0,793.0,6.84777667934343e-67,20,843.0
"(2, 5)",87.0,741.0,1.1303817288259762e-53,30,843.0
"(2, 5)",69.0,507.0,1.3796924294781659e-31,60,843.0
"(2, 6)",5.0,1161.0,6.077796736683989e-220,1,1161.0
"(2, 6)",10.0,1161.0,2.7645125747377263e-210,5,1161.0
"(2, 6)",13.0,1158.0,1.8541023424295232e-204,10,1161.0
"(2, 6)",57.0,1131.0,1.3813677396067232e-142,15,1161.0
"(2, 6)",71.0,1098.0,3.656545218210981e-123,20,1161.0
"(2, 6)",41.0,1049.0,2.409237958713546e-145,30,1161.0
"(2, 6)",28.0,729.0,3.947103472627798e-102,60,1161.0
"(2, 7)",10.0,1589.0,4.1713566861595935e-294,1,1589.0
"(2, 7)",31.0,1589.0,2.7716245973894186e-259,5,1589.0
"(2, 7)",77.0,1572.0,9.56255612578611e-200,10,1589.0
"(2, 7)",133.0,1538.0,4.051319513956193e-143,15,1589.0
"(2, 7)",150.0,1505.0,3.880673581244781e-125,20,1589.0
"(2, 7)",128.0,1431.0,5.483272094547627e-130,30,1589.0
"(2, 7)",88.0,925.0,9.67425141088125e-81,60,1589.0
"(3, 1)",31.0,1542.0,2.4540905830170326e-250,1,1542.0
"(3, 1)",167.0,1532.0,2.3482936804550833e-117,5,1542.0
"(3, 1)",311.0,1506.0,4.5472911427059555e-42,10,1542.0
"(3, 1)",286.0,1495.0,3.34082999501208e-50,15,1542.0
"(3, 1)",378.0,1476.0,3.755479492027748e-20,20,1542.0
"(3, 1)",394.0,1341.0,6.401305195875938e-09,30,1542.0
"(3, 2)",9.0,1169.0,1.1201557406458859e-213,1,1169.0
"(3, 2)",28.0,1169.0,6.758691491780519e-184,5,1169.0
"(3, 2)",17.0,1160.0,2.6366425180928315e-198,10,1169.0
"(3, 2)",105.0,1136.0,5.1383212387505664e-101,15,1169.0
"(3, 2)",85.0,1101.0,2.481600726305358e-111,20,1169.0
"(3, 2)",71.0,1050.0,4.963780381315061e-115,30,1169.0
"(3, 2)",61.0,651.0,4.434608272539258e-58,60,1169.0
"(3, 3)",40.0,2711.0,0.0,1,2711.0
"(3, 3)",195.0,2701.0,9.465415200646882e-282,5,2711.0
"(3, 3)",328.0,2666.0,1.7206533277490917e-178,10,2711.0
"(3, 3)",391.0,2631.0,6.960332143827757e-138,15,2711.0
"(3, 3)",463.0,2577.0,2.7105496371922004e-97,20,2711.0
"(3, 3)",465.0,2391.0,3.8426857073802326e-76,30,2711.0
"(3, 3)",388.0,1311.0,2.4139277938703188e-08,60,2711.0
"(3, 4)",0.0,465.0,1.7628178706374799e-93,1,465.0
"(3, 4)",0.0,465.0,1.7628178706374799e-93,5,465.0
"(3, 4)",0.0,465.0,1.7628178706374799e-93,10,465.0
"(3, 4)",0.0,452.0,6.819603792742903e-91,15,465.0
"(3, 4)",0.0,436.0,1.0433699624753632e-87,20,465.0
"(3, 4)",0.0,409.0,2.4693619878091092e-82,30,465.0
"(3, 4)",9.0,344.0,2.9232209161115524e-54,60,465.0
"(3, 5)",31.0,2007.0,0.0,1,2007.0
"(3, 5)",167.0,1997.0,9.618085961461264e-190,5,2007.0
"(3, 5)",311.0,1971.0,1.1932824180236574e-94,10,2007.0
"(3, 5)",286.0,1947.0,2.3833244341429702e-104,15,2007.0
"(3, 5)",378.0,1912.0,5.691681178607147e-59,20,2007.0
"(3, 5)",394.0,1750.0,6.245106847088382e-38,30,2007.0
"(3, 5)",336.0,1004.0,0.015019393297179022,60,2007.0
"(3, 6)",9.0,1634.0,6.442461213386244e-305,1,1634.0
"(3, 6)",28.0,1634.0,2.4202483470302127e-272,5,1634.0
"(3, 6)",17.0,1625.0,2.3391577723483232e-288,10,1634.0
"(3, 6)",105.0,1588.0,4.0706164153004437e-175,15,1634.0
"(3, 6)",85.0,1537.0,2.0775924285390788e-185,20,1634.0
"(3, 6)",71.0,1459.0,5.09666165040488e-186,30,1634.0
"(3, 6)",70.0,995.0,1.1194138196122633e-106,60,1634.0
"(3, 7)",40.0,3176.0,0.0,1,3176.0
"(3, 7)",195.0,3166.0,0.0,5,3176.0
"(3, 7)",328.0,3131.0,8.965337352361683e-247,10,3176.0
"(3, 7)",391.0,3083.0,6.16377654195394e-199,15,3176.0
"(3, 7)",463.0,3013.0,9.291576465374882e-150,20,3176.0
"(3, 7)",465.0,2800.0,1.8368384556180488e-122,30,3176.0
"(3, 7)",397.0,1655.0,4.9292007896294623e-29,60,3176.0
"(4, 1)",1.0,107.0,2.033177208966159e-20,1,107.0
"(4, 1)",0.0,107.0,3.187223160222828e-22,5,107.0
"(4, 1)",0.0,107.0,3.187223160222828e-22,10,107.0
"(4, 1)",7.0,102.0,1.5967036005571164e-12,15,107.0
"(4, 1)",17.0,102.0,5.3221205328261745e-06,20,107.0
"(4, 1)",16.0,102.0,1.7318495852149285e-06,30,107.0
"(4, 2)",0.0,447.0,6.744835639793525e-90,1,447.0
"(4, 2)",0.0,447.0,6.744835639793525e-90,5,447.0
"(4, 2)",12.0,447.0,1.241883397760482e-69,10,447.0
"(4, 2)",22.0,440.0,9.487907152303285e-57,15,447.0
"(4, 2)",0.0,425.0,1.6140067826594372e-85,20,447.0
"(4, 2)",29.0,399.0,4.748108255834954e-43,30,447.0
"(4, 2)",53.0,290.0,3.660734245858442e-12,60,447.0
"(4, 3)",1.0,554.0,1.1003996470261376e-108,1,554.0
"(4, 3)",0.0,554.0,3.3996732656889505e-111,5,554.0
"(4, 3)",12.0,554.0,8.338151475753692e-90,10,554.0
"(4, 3)",29.0,542.0,1.4653209559665631e-67,15,554.0
"(4, 3)",17.0,527.0,3.530104788082774e-78,20,554.0
"(4, 3)",45.0,501.0,1.3582925495372269e-46,30,554.0
"(4, 3)",83.0,387.0,4.53072082918676e-11,60,554.0
"(4, 4)",0.0,1121.0,4.747683713114819e-224,1,1121.0
"(4, 4)",0.0,1121.0,4.747683713114819e-224,5,1121.0
"(4, 4)",0.0,1121.0,4.747683713114819e-224,10,1121.0
"(4, 4)",0.0,1121.0,4.747683713114819e-224,15,1121.0
"(4, 4)",0.0,1121.0,4.747683713114819e-224,20,1121.0
"(4, 4)",0.0,1115.0,7.424784903391383e-223,30,1121.0
"(4, 4)",0.0,1039.0,9.937964304792836e-208,60,1121.0
"(4, 5)",1.0,1228.0,1.7161975637420533e-242,1,1228.0
"(4, 5)",0.0,1228.0,2.3986034197422344e-245,5,1228.0
"(4, 5)",0.0,1228.0,2.3986034197422344e-245,10,1228.0
"(4, 5)",7.0,1223.0,4.3167082962488315e-228,15,1228.0
"(4, 5)",17.0,1223.0,1.879933131246637e-210,20,1228.0
"(4, 5)",16.0,1217.0,6.566331810563955e-211,30,1228.0
"(4, 5)",30.0,1136.0,5.331177464270671e-175,60,1228.0
"(4, 6)",0.0,1568.0,5.11454716894e-313,1,1568.0
"(4, 6)",0.0,1568.0,5.11454716894e-313,5,1568.0
"(4, 6)",12.0,1568.0,3.4426068813215075e-286,10,1568.0
"(4, 6)",22.0,1561.0,1.192702478361942e-267,15,1568.0
"(4, 6)",0.0,1546.0,1.223410120077208e-308,20,1568.0
"(4, 6)",29.0,1514.0,6.439907554836599e-248,30,1568.0
"(4, 6)",53.0,1329.0,2.0082436331469286e-182,60,1568.0
"(4, 7)",1.0,1675.0,0.0,1,1675.0
"(4, 7)",0.0,1675.0,0.0,5,1675.0
"(4, 7)",12.0,1675.0,3.843211891122034e-307,10,1675.0
"(4, 7)",29.0,1663.0,2.2054205950115178e-276,15,1675.0
"(4, 7)",17.0,1648.0,7.858524343313784e-293,20,1675.0
"(4, 7)",45.0,1616.0,4.200322719011565e-245,30,1675.0
"(4, 7)",83.0,1426.0,4.308991964335762e-168,60,1675.0
"(5, 1)",27.0,1221.0,4.157298337057094e-195,1,1221.0
"(5, 1)",146.0,1211.0,4.545097085688189e-84,5,1221.0
"(5, 1)",247.0,1199.0,4.262710419372498e-34,10,1221.0
"(5, 1)",217.0,1190.0,1.1468538240097264e-44,15,1221.0
"(5, 1)",316.0,1171.0,6.792216225284131e-13,20,1221.0
"(5, 1)",323.0,1061.0,7.929763784789997e-06,30,1221.0
"(5, 2)",4.0,870.0,1.1822311041562628e-164,1,870.0
"(5, 2)",18.0,870.0,2.806223430234471e-141,5,870.0
"(5, 2)",16.0,864.0,4.847597834164749e-143,10,870.0
"(5, 2)",70.0,847.0,2.724985172802133e-82,15,870.0
"(5, 2)",14.0,814.0,1.8345838766900917e-136,20,870.0
"(5, 2)",59.0,759.0,5.267645610178559e-77,30,870.0
"(5, 2)",95.0,523.0,8.11704430191356e-21,60,870.0
"(5, 3)",31.0,2091.0,0.0,1,2091.0
"(5, 3)",164.0,2081.0,7.827289080253422e-206,5,2091.0
"(5, 3)",263.0,2063.0,5.201956178944675e-133,10,2091.0
"(5, 3)",287.0,2037.0,1.1482405540185996e-115,15,2091.0
"(5, 3)",330.0,1985.0,2.8634660944540307e-87,20,2091.0
"(5, 3)",382.0,1820.0,2.662942628284012e-48,30,2091.0
"(5, 4)",0.0,1171.0,5.306622535269089e-234,1,1171.0
"(5, 4)",0.0,1171.0,5.306622535269089e-234,5,1171.0
"(5, 4)",0.0,1171.0,5.306622535269089e-234,10,1171.0
"(5, 4)",0.0,1171.0,5.306622535269089e-234,15,1171.0
"(5, 4)",0.0,1171.0,5.306622535269089e-234,20,1171.0
"(5, 4)",0.0,1165.0,8.29881405573885e-233,30,1171.0
"(5, 4)",0.0,1072.0,2.6862708809923e-214,60,1171.0
"(5, 5)",27.0,2392.0,0.0,1,2392.0
"(5, 5)",146.0,2382.0,2.367476332664835e-272,5,2392.0
"(5, 5)",247.0,2370.0,3.301942203188543e-188,10,2392.0
"(5, 5)",217.0,2361.0,1.1500265010960343e-208,15,2392.0
"(5, 5)",316.0,2342.0,1.6767860749244603e-140,20,2392.0
"(5, 5)",323.0,2226.0,4.048060542743923e-121,30,2392.0
"(5, 5)",297.0,1633.0,6.890979843482928e-61,60,2392.0
"(5, 6)",4.0,2041.0,0.0,1,2041.0
"(5, 6)",18.0,2041.0,0.0,5,2041.0
"(5, 6)",16.0,2035.0,0.0,10,2041.0
"(5, 6)",70.0,2018.0,2.7370383838811105e-288,15,2041.0
"(5, 6)",14.0,1985.0,0.0,20,2041.0
"(5, 6)",59.0,1924.0,1.6920344469552387e-284,30,2041.0
"(5, 6)",95.0,1595.0,1.1017491655970823e-185,60,2041.0
"(5, 7)",31.0,3262.0,0.0,1,3262.0
"(5, 7)",164.0,3252.0,0.0,5,3262.0
"(5, 7)",263.0,3234.0,5.314791203005e-312,10,3262.0
"(5, 7)",287.0,3208.0,9.10725987957545e-289,15,3262.0
"(5, 7)",330.0,3156.0,3.6990118497096505e-249,20,3262.0
"(5, 7)",382.0,2985.0,1.267194870104537e-190,30,3262.0
"(5, 7)",392.0,2156.0,8.720351252309486e-80,60,3262.0
"(6, 1)",6.0,535.0,2.594515416161647e-95,1,535.0
"(6, 1)",21.0,535.0,6.767073965526879e-75,5,535.0
"(6, 1)",64.0,521.0,1.6689011372795964e-36,10,535.0
"(6, 1)",83.0,509.0,1.5091667468345307e-24,15,535.0
"(6, 1)",96.0,509.0,7.505399766629083e-19,20,535.0
"(6, 1)",103.0,484.0,1.0756863313774629e-13,30,535.0
"(6, 1)",90.0,293.0,0.015805357062422754,60,535.0
"(6, 2)",5.0,1193.0,2.976414557041035e-226,1,1193.0
"(6, 2)",10.0,1193.0,1.5517219880497662e-216,5,1193.0
"(6, 2)",25.0,1190.0,4.653296646719935e-192,10,1193.0
"(6, 2)",79.0,1169.0,6.877482755767076e-128,15,1193.0
"(6, 2)",71.0,1137.0,8.107615917792654e-130,20,1193.0
"(6, 2)",70.0,1089.0,1.4798071089605472e-122,30,1193.0
"(6, 2)",72.0,708.0,7.1282642333469145e-59,60,1193.0
"(6, 3)",11.0,1728.0,1.89464e-319,1,1728.0
"(6, 3)",31.0,1728.0,8.208385211477602e-286,5,1728.0
"(6, 3)",89.0,1711.0,7.576468566473976e-212,10,1728.0
"(6, 3)",162.0,1678.0,4.223452982480506e-143,15,1728.0
"(6, 3)",167.0,1646.0,1.468582335370952e-134,20,1728.0
"(6, 3)",173.0,1573.0,2.0780077680100687e-119,30,1728.0
"(6, 3)",162.0,1001.0,4.429733322813676e-47,60,1728.0
"(6, 4)",0.0,1536.0,1.1965098510361249e-306,1,1536.0
"(6, 4)",0.0,1536.0,1.1965098510361249e-306,5,1536.0
"(6, 4)",0.0,1536.0,1.1965098510361249e-306,10,1536.0
"(6, 4)",0.0,1523.0,4.627652142221832e-304,15,1536.0
"(6, 4)",0.0,1507.0,7.077880526387063e-301,20,1536.0
"(6, 4)",0.0,1474.0,2.6182317661719523e-294,30,1536.0
"(6, 4)",9.0,1350.0,3.869423908359818e-249,60,1536.0
"(6, 5)",6.0,2071.0,0.0,1,2071.0
"(6, 5)",21.0,2071.0,0.0,5,2071.0
"(6, 5)",64.0,2057.0,7.181867591914566e-303,10,2071.0
"(6, 5)",83.0,2032.0,1.2048213871560384e-275,15,2071.0
"(6, 5)",96.0,2016.0,1.6793268320393558e-258,20,2071.0
"(6, 5)",103.0,1958.0,5.833376173610326e-241,30,2071.0
"(6, 5)",99.0,1643.0,4.0652055790202494e-190,60,2071.0
"(6, 6)",5.0,2729.0,0.0,1,2729.0
"(6, 6)",10.0,2729.0,0.0,5,2729.0
"(6, 6)",25.0,2726.0,0.0,10,2729.0
"(6, 6)",79.0,2692.0,0.0,15,2729.0
"(6, 6)",71.0,2644.0,0.0,20,2729.0
"(6, 6)",70.0,2563.0,0.0,30,2729.0
"(6, 6)",81.0,2058.0,1.2125882867555038e-282,60,2729.0
"(6, 7)",11.0,3264.0,0.0,1,3264.0
"(6, 7)",31.0,3264.0,0.0,5,3264.0
"(6, 7)",89.0,3247.0,0.0,10,3264.0
"(6, 7)",162.0,3201.0,0.0,15,3264.0
"(6, 7)",167.0,3153.0,0.0,20,3264.0
"(6, 7)",173.0,3047.0,0.0,30,3264.0
"(6, 7)",171.0,2351.0,2.0825168697859232e-244,60,3264.0
"(7, 1)",32.0,1649.0,2.96836312854956e-269,1,1649.0
"(7, 1)",167.0,1639.0,1.7177974457159489e-133,5,1649.0
"(7, 1)",311.0,1613.0,4.598504619488082e-53,10,1649.0
"(7, 1)",293.0,1597.0,1.571455416839161e-58,15,1649.0
"(7, 1)",395.0,1578.0,1.425063036188011e-23,20,1649.0
"(7, 1)",410.0,1443.0,1.0836275465797379e-11,30,1649.0
"(7, 2)",9.0,1616.0,2.230316626184434e-301,1,1616.0
"(7, 2)",28.0,1616.0,6.774649569224124e-269,5,1616.0
"(7, 2)",29.0,1607.0,1.1351050842032794e-265,10,1616.0
"(7, 2)",127.0,1576.0,4.5018368003584996e-154,15,1616.0
"(7, 2)",85.0,1526.0,1.7170020965267478e-183,20,1616.0
"(7, 2)",100.0,1449.0,3.522848309986966e-156,30,1616.0
"(7, 2)",114.0,941.0,2.0371670689009277e-65,60,1616.0
"(7, 3)",41.0,3265.0,0.0,1,3265.0
"(7, 3)",195.0,3255.0,0.0,5,3265.0
"(7, 3)",340.0,3220.0,7.199046875651481e-252,10,3265.0
"(7, 3)",420.0,3173.0,2.836776904301997e-194,15,3265.0
"(7, 3)",480.0,3104.0,1.073924427693971e-152,20,3265.0
"(7, 3)",510.0,2892.0,4.79822906070061e-113,30,3265.0
"(7, 3)",471.0,1698.0,1.8336351031674628e-15,60,3265.0
"(7, 4)",0.0,1586.0,1.33712825e-316,1,1586.0
"(7, 4)",0.0,1586.0,1.33712825e-316,5,1586.0
"(7, 4)",0.0,1586.0,1.33712825e-316,10,1586.0
"(7, 4)",0.0,1573.0,5.1716821013e-314,15,1586.0
"(7, 4)",0.0,1557.0,7.910263916249e-311,20,1586.0
"(7, 4)",0.0,1524.0,2.926352491829894e-304,30,1586.0
"(7, 4)",9.0,1383.0,1.3003823459795577e-255,60,1586.0
"(7, 5)",32.0,3235.0,0.0,1,3235.0
"(7, 5)",167.0,3225.0,0.0,5,3235.0
"(7, 5)",311.0,3199.0,2.5959653232514093e-269,10,3235.0
"(7, 5)",293.0,3170.0,3.450425142044941e-278,15,3235.0
"(7, 5)",395.0,3135.0,8.00421851159034e-204,20,3235.0
"(7, 5)",410.0,2967.0,5.933843825925248e-172,30,3235.0
"(7, 5)",366.0,2140.0,3.0871291885401496e-89,60,3235.0
"(7, 6)",9.0,3202.0,0.0,1,3202.0
"(7, 6)",28.0,3202.0,0.0,5,3202.0
"(7, 6)",29.0,3193.0,0.0,10,3202.0
"(7, 6)",127.0,3149.0,0.0,15,3202.0
"(7, 6)",85.0,3083.0,0.0,20,3202.0
"(7, 6)",100.0,2973.0,0.0,30,3202.0
"(7, 6)",123.0,2324.0,7.348670839143591e-285,60,3202.0
"(7, 7)",41.0,4851.0,0.0,1,4851.0
"(7, 7)",195.0,4841.0,0.0,5,4851.0
"(7, 7)",340.0,4806.0,0.0,10,4851.0
"(7, 7)",420.0,4746.0,0.0,15,4851.0
"(7, 7)",480.0,4661.0,0.0,20,4851.0
"(7, 7)",510.0,4416.0,2.53397442e-315,30,4851.0
"(7, 7)",480.0,3081.0,8.447820485033561e-150,60,4851.0
"(1, 1, 1)",23.0,801.0,1.6551100650551443e-121,1,801.0
"(1, 1, 1)",114.0,795.0,2.905541505250722e-45,5,801.0
"(1, 1, 1)",186.0,791.0,7.572314637698847e-16,10,801.0
"(1, 1, 1)",157.0,791.0,2.772813331168367e-25,15,801.0
"(1, 1, 1)",253.0,772.0,0.01058398820522251,20,801.0
"(1, 1, 1)",216.0,686.0,0.00197038460678171,30,801.0
"(1, 1, 2)",0.0,248.0,2.744247017485325e-50,1,248.0
"(1, 1, 2)",18.0,248.0,2.0536442160939835e-27,5,248.0
"(1, 1, 2)",4.0,242.0,7.154218560033948e-42,10,248.0
"(1, 1, 2)",15.0,239.0,1.3861947176635728e-28,15,248.0
"(1, 1, 2)",0.0,221.0,6.494864314351367e-45,20,248.0
"(1, 1, 2)",30.0,221.0,9.023876697608802e-15,30,248.0
"(1, 1, 2)",24.0,102.0,0.0024631033902784163,60,248.0
"(1, 1, 3)",23.0,1049.0,3.766649768015018e-168,1,1049.0
"(1, 1, 3)",132.0,1043.0,7.878340272505851e-69,5,1049.0
"(1, 1, 3)",190.0,1033.0,2.3737533660479585e-38,10,1049.0
"(1, 1, 3)",172.0,1030.0,6.93054497690145e-46,15,1049.0
"(1, 1, 3)",253.0,993.0,1.9221460948687972e-14,20,1049.0
"(1, 1, 3)",246.0,907.0,4.009149582793002e-10,30,1049.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,1,17.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,5,17.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,10,17.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,15,17.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,20,17.0
"(1, 1, 4)",0.0,17.0,0.0002613427077912203,30,17.0
"(1, 1, 5)",23.0,818.0,1.1144487852242571e-124,1,818.0
"(1, 1, 5)",114.0,812.0,1.5950732635302673e-47,5,818.0
"(1, 1, 5)",186.0,808.0,2.715780859474019e-17,10,818.0
"(1, 1, 5)",157.0,808.0,4.590588243753945e-27,15,818.0
"(1, 1, 5)",253.0,789.0,0.002984820404927083,20,818.0
"(1, 1, 5)",216.0,703.0,0.0004069521676886537,30,818.0
"(1, 1, 6)",0.0,265.0,1.1342298967087125e-53,1,265.0
"(1, 1, 6)",18.0,265.0,2.874108974365283e-30,5,265.0
