pattern,numerator,denominator,power,time frame,occurred
"(5, 7, 3, 7)",6.0,6.0,0.03952199104714706,10,8.0
"(5, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,8.0
"(5, 7, 7, 3)",6.0,6.0,0.03952199104714706,10,8.0
"(5, 7, 7, 7)",6.0,6.0,0.03952199104714706,10,13.0
"(7, 1, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1, 7, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 3, 3, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(7, 3, 7, 3)",7.0,7.0,0.025232054368863263,5,8.0
"(7, 3, 7, 5)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 3, 7, 7)",9.0,10.0,0.04747709621621593,1,10.0
"(7, 5, 3, 3)",6.0,6.0,0.03952199104714706,5,7.0
"(7, 5, 3, 7)",6.0,6.0,0.03952199104714706,5,8.0
"(7, 5, 7, 3)",6.0,6.0,0.03952199104714706,5,8.0
"(7, 7, 3, 3)",7.0,7.0,0.025232054368863263,5,8.0
"(7, 7, 7, 3)",7.0,7.0,0.025232054368863263,5,10.0
"(1, 3, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 3, 3, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 3, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 3, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 3, 7, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 3, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 3, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 7, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 7, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 3, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 3, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 3, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 3, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 3, 7, 7, 5)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 7, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 7, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 7, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 7, 7, 6, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 7, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 7, 7, 7, 5)",7.0,7.0,0.025232054368863263,1,7.0
"(3, 7, 7, 7, 7)",9.0,10.0,0.04747709621621593,1,10.0
"(5, 3, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 3, 3, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 3, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 3, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 3, 7, 3, 7)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 3, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 7, 3, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 7, 3, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 7, 3, 7, 3)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 7, 7, 3, 3)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 7, 7, 3, 7)",6.0,6.0,0.03952199104714706,5,8.0
"(5, 7, 7, 7, 3)",6.0,6.0,0.03952199104714706,5,9.0
